Iso639,Language,Visibility,Family,Region,Primary Country,Country Code,Lat,Lon
seh,<a href='https://www.ethnologue.com/language/seh' target='_blank'>Sena</a>,4.515778019586507,Niger-Congo,Eastern Africa,Mozambique,MZ,-17.9539,34.857
tig,<a href='https://www.ethnologue.com/language/tig' target='_blank'>Tigre</a>,4.515778019586507,Afro-Asiatic,Eastern Africa,Eritrea,ER,16.76,38.4253
khg,<a href='https://www.ethnologue.com/language/khg' target='_blank'>Khams Tibetan</a>,4.570184983677911,Sino-Tibetan,Eastern Asia,China,CN,31.8108,94.2916
sba,<a href='https://www.ethnologue.com/language/sba' target='_blank'>Ngambay</a>,4.597388465723613,Nilo-Saharan,Middle Africa,Chad,TD,8.7731,15.9176
alz,<a href='https://www.ethnologue.com/language/alz' target='_blank'>Alur</a>,4.624591947769314,Nilo-Saharan,Middle Africa,Democratic Republic of the Congo,CD,2.3773,31.2395
brx,<a href='https://www.ethnologue.com/language/brx' target='_blank'>Bodo (India)</a>,4.651795429815016,Sino-Tibetan,Southern Asia,India,IN,26.0943,91.7713
nym,<a href='https://www.ethnologue.com/language/nym' target='_blank'>Nyamwezi</a>,4.6789989118607185,Niger-Congo,Eastern Africa,Tanzania,TZ,-5.3241,32.7807
mnk,<a href='https://www.ethnologue.com/language/mnk' target='_blank'>Mandinka</a>,4.6789989118607185,Niger-Congo,Western Africa,Senegal,SN,12.8698,-15.5441
mgh,<a href='https://www.ethnologue.com/language/mgh' target='_blank'>Makhuwa-Meetto</a>,4.733405875952122,Niger-Congo,Eastern Africa,Mozambique,MZ,-12.7319,39.6992
abr,<a href='https://www.ethnologue.com/language/abr' target='_blank'>Abron</a>,4.760609357997823,Niger-Congo,Western Africa,Ghana,GH,7.6286,-2.1197
tdx,<a href='https://www.ethnologue.com/language/tdx' target='_blank'>Tandroy-Mahafaly Malagasy</a>,4.787812840043525,Austronesian,Eastern Africa,Madagascar,MG,-24.5992,45.1476
ndc,<a href='https://www.ethnologue.com/language/ndc' target='_blank'>Ndau</a>,4.787812840043525,Niger-Congo,Eastern Africa,Mozambique,MZ,-20.1785,33.591
lim,<a href='https://www.ethnologue.com/language/lim' target='_blank'>Limburgan</a>,4.787812840043525,Indo-European,Western Europe,Netherlands,NL,50.9786,5.6077
bmm,<a href='https://www.ethnologue.com/language/bmm' target='_blank'>Northern Betsimisaraka Malagasy</a>,4.8694232861806315,Austronesian,Eastern Africa,Madagascar,MG,-18.1013,48.8681
hea,<a href='https://www.ethnologue.com/language/hea' target='_blank'>Northern Qiandong Miao</a>,4.896626768226333,Hmong-Mien,Eastern Asia,China,CN,26.596800000000002,108.1169
hdy,<a href='https://www.ethnologue.com/language/hdy' target='_blank'>Hadiyya</a>,4.896626768226333,Afro-Asiatic,Eastern Africa,Ethiopia,ET,7.5394,37.7032
bej,<a href='https://www.ethnologue.com/language/bej' target='_blank'>Beja</a>,4.951033732317737,Afro-Asiatic,Northern Africa,Sudan,SD,19.1879,35.7049
nyy,<a href='https://www.ethnologue.com/language/nyy' target='_blank'>Nyakyusa-Ngonde</a>,4.978237214363439,Niger-Congo,Eastern Africa,Tanzania,TZ,-9.5962,33.7782
fon,<a href='https://www.ethnologue.com/language/fon' target='_blank'>Fon</a>,5.00544069640914,Niger-Congo,Western Africa,Benin,BJ,7.2715,2.1554
sjp,<a href='https://www.ethnologue.com/language/sjp' target='_blank'>Surjapuri</a>,5.0326441784548415,Indo-European,Southern Asia,India,IN,25.508,84.4102
vls,<a href='https://www.ethnologue.com/language/vls' target='_blank'>Vlaams</a>,5.059847660500544,Indo-European,Western Europe,Belgium,BE,51.0358,3.0642
zeh,<a href='https://www.ethnologue.com/language/zeh' target='_blank'>Eastern Hongshuihe Zhuang</a>,5.087051142546246,Tai-Kadai,Eastern Asia,China,CN,23.6229,108.9738
btd,<a href='https://www.ethnologue.com/language/btd' target='_blank'>Batak Dairi</a>,5.087051142546246,Austronesian,South-Eastern Asia,Indonesia,ID,2.5409,98.2496
bts,<a href='https://www.ethnologue.com/language/bts' target='_blank'>Batak Simalungun</a>,5.087051142546246,Austronesian,South-Eastern Asia,Indonesia,ID,3.0512,98.9201
vas,<a href='https://www.ethnologue.com/language/vas' target='_blank'>Vasavi</a>,5.087051142546246,Indo-European,Southern Asia,India,IN,21.7428,73.9059
cbk,<a href='https://www.ethnologue.com/language/cbk' target='_blank'>Chavacano</a>,5.087051142546246,Creole,South-Eastern Asia,Philippines,PH,7.0362,122.0318
taj,<a href='https://www.ethnologue.com/language/taj' target='_blank'>Eastern Tamang</a>,5.223068552774755,Sino-Tibetan,Southern Asia,Nepal,NP,27.4814,85.7362
ach,<a href='https://www.ethnologue.com/language/ach' target='_blank'>Acoli</a>,5.2502720348204575,Nilo-Saharan,Eastern Africa,Uganda,UG,3.0936,32.6367
pnt,<a href='https://www.ethnologue.com/language/pnt' target='_blank'>Pontic</a>,5.27747551686616,Indo-European,Southern Europe,Greece,GR,40.9469,22.9916
pag,<a href='https://www.ethnologue.com/language/pag' target='_blank'>Pangasinan</a>,5.304678998911861,Austronesian,South-Eastern Asia,Philippines,PH,15.962,120.3852
dag,<a href='https://www.ethnologue.com/language/dag' target='_blank'>Dagbani</a>,5.331882480957562,Niger-Congo,Western Africa,Ghana,GH,9.4927,-0.4658
mkw,<a href='https://www.ethnologue.com/language/mkw' target='_blank'>Kituba (Congo)</a>,5.331882480957562,Creole,Middle Africa,Congo,CG,-4.1146,12.9558
zne,<a href='https://www.ethnologue.com/language/zne' target='_blank'>Zande (individual language)</a>,5.386289445048966,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,4.6602,24.7349
mtq,<a href='https://www.ethnologue.com/language/mtq' target='_blank'>Muong</a>,5.413492927094668,Austro-Asiatic,South-Eastern Asia,Viet Nam,VN,20.709,105.2266
tkg,<a href='https://www.ethnologue.com/language/tkg' target='_blank'>Tesaka Malagasy</a>,5.44069640914037,Austronesian,Eastern Africa,Madagascar,MG,-23.4434,47.3685
unr,<a href='https://www.ethnologue.com/language/unr' target='_blank'>Mundari</a>,5.467899891186072,Austro-Asiatic,Southern Asia,India,IN,21.7863,87.1278
myx,<a href='https://www.ethnologue.com/language/myx' target='_blank'>Masaaba</a>,5.495103373231774,Niger-Congo,Eastern Africa,Uganda,UG,1.0614,34.3156
btm,<a href='https://www.ethnologue.com/language/btm' target='_blank'>Batak Mandailing</a>,5.522306855277476,Austronesian,South-Eastern Asia,Indonesia,ID,1.1036,99.9586
mdh,<a href='https://www.ethnologue.com/language/mdh' target='_blank'>Maguindanaon</a>,5.522306855277476,Austronesian,South-Eastern Asia,Philippines,PH,6.9385,124.5484
sus,<a href='https://www.ethnologue.com/language/sus' target='_blank'>Susu</a>,5.576713819368879,Niger-Congo,Western Africa,Guinea,GN,9.9573,-13.1444
acx,<a href='https://www.ethnologue.com/language/acx' target='_blank'>Omani Arabic</a>,5.6039173014145804,Afro-Asiatic,Western Asia,Oman,OM,23.3078,57.6519
nbl,<a href='https://www.ethnologue.com/language/nbl' target='_blank'>South Ndebele</a>,5.6311207834602826,Niger-Congo,Southern Africa,South Africa,ZA,-25.3181,29.178
heh,<a href='https://www.ethnologue.com/language/heh' target='_blank'>Hehe</a>,5.658324265505985,Niger-Congo,Eastern Africa,Tanzania,TZ,-7.9144,35.6246
chv,<a href='https://www.ethnologue.com/language/chv' target='_blank'>Chuvash</a>,5.685527747551687,Turkic,Eastern Europe,Russian Federation,RU,55.5327,47.1428
fan,<a href='https://www.ethnologue.com/language/fan' target='_blank'>Fang (Equatorial Guinea)</a>,5.712731229597388,Niger-Congo,Middle Africa,Equatorial Guinea,GQ,0.1676,11.2507
gmv,<a href='https://www.ethnologue.com/language/gmv' target='_blank'>Gamo</a>,5.73993471164309,Afro-Asiatic,Eastern Africa,Ethiopia,ET,6.1338,37.2658
tsg,<a href='https://www.ethnologue.com/language/tsg' target='_blank'>Tausug</a>,5.767138193688792,Austronesian,South-Eastern Asia,Philippines,PH,5.5925,118.5226
kjp,<a href='https://www.ethnologue.com/language/kjp' target='_blank'>Pwo Eastern Karen</a>,5.794341675734494,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,18.0504,97.291
ffm,<a href='https://www.ethnologue.com/language/ffm' target='_blank'>Maasina Fulfulde</a>,5.821545157780196,Niger-Congo,Western Africa,Mali,ML,14.8987,-4.1026
gux,<a href='https://www.ethnologue.com/language/gux' target='_blank'>Gourmanchéma</a>,5.848748639825898,Niger-Congo,Western Africa,Burkina Faso,BF,12.2896,1.034
hoc,<a href='https://www.ethnologue.com/language/hoc' target='_blank'>Ho</a>,5.8759521218716,Austro-Asiatic,Southern Asia,India,IN,21.9285,85.767
ada,<a href='https://www.ethnologue.com/language/ada' target='_blank'>Adangme</a>,5.903155603917301,Niger-Congo,Western Africa,Ghana,GH,5.9444,0.1316
nga,<a href='https://www.ethnologue.com/language/nga' target='_blank'>Ngbaka</a>,5.930359085963003,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,3.4799,19.7908
grt,<a href='https://www.ethnologue.com/language/grt' target='_blank'>Garo</a>,5.957562568008705,Sino-Tibetan,Southern Asia,India,IN,25.426,90.5227
kua,<a href='https://www.ethnologue.com/language/kua' target='_blank'>Kuanyama</a>,5.984766050054406,Niger-Congo,Middle Africa,Angola,AO,-17.8854,16.8003
gor,<a href='https://www.ethnologue.com/language/gor' target='_blank'>Gorontalo</a>,6.0119695321001085,Austronesian,South-Eastern Asia,Indonesia,ID,0.6269,122.2876
bfz,<a href='https://www.ethnologue.com/language/bfz' target='_blank'>Mahasu Pahari</a>,6.0119695321001085,Indo-European,Southern Asia,India,IN,31.2307,77.5961
bqi,<a href='https://www.ethnologue.com/language/bqi' target='_blank'>Bakhtiari</a>,6.0119695321001085,Indo-European,Southern Asia,Iran,IR,32.3173,49.6556
kmc,<a href='https://www.ethnologue.com/language/kmc' target='_blank'>Southern Dong</a>,6.0119695321001085,Tai-Kadai,Eastern Asia,China,CN,25.9838,109.0161
lki,<a href='https://www.ethnologue.com/language/lki' target='_blank'>Laki</a>,6.0119695321001085,Indo-European,Southern Asia,Iran,IR,34.0102,47.9398
sop,<a href='https://www.ethnologue.com/language/sop' target='_blank'>Songe</a>,6.0119695321001085,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-5.7199,25.2765
bom,<a href='https://www.ethnologue.com/language/bom' target='_blank'>Berom</a>,6.0119695321001085,Niger-Congo,Western Africa,Nigeria,NG,9.6691,8.8306
igb,<a href='https://www.ethnologue.com/language/igb' target='_blank'>Ebira</a>,6.0119695321001085,Niger-Congo,Western Africa,Nigeria,NG,8.1344,7.0401
mfa,<a href='https://www.ethnologue.com/language/mfa' target='_blank'>Pattani Malay</a>,6.0119695321001085,Austronesian,South-Eastern Asia,Thailand,TH,6.3355,101.3881
bin,<a href='https://www.ethnologue.com/language/bin' target='_blank'>Bini</a>,6.0119695321001085,Niger-Congo,Western Africa,Nigeria,NG,6.3275,5.8166
ijc,<a href='https://www.ethnologue.com/language/ijc' target='_blank'>Izon</a>,6.0119695321001085,Niger-Congo,Western Africa,Nigeria,NG,5.2932,5.5734
zgn,<a href='https://www.ethnologue.com/language/zgn' target='_blank'>Guibian Zhuang</a>,6.0119695321001085,Tai-Kadai,Eastern Asia,China,CN,24.2939,106.2313
rki,<a href='https://www.ethnologue.com/language/rki' target='_blank'>Rakhine</a>,6.0119695321001085,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,19.4731,93.7521
fub,<a href='https://www.ethnologue.com/language/fub' target='_blank'>Adamawa Fulfulde</a>,6.365614798694233,Niger-Congo,Middle Africa,Cameroon,CM,8.9266,13.2611
gju,<a href='https://www.ethnologue.com/language/gju' target='_blank'>Gujari</a>,6.3928182807399345,Indo-European,Southern Asia,India,IN,33.5008,74.7697
haq,<a href='https://www.ethnologue.com/language/haq' target='_blank'>Ha</a>,6.420021762785637,Niger-Congo,Eastern Africa,Tanzania,TZ,-3.9131,30.4483
tuv,<a href='https://www.ethnologue.com/language/tuv' target='_blank'>Turkana</a>,6.447225244831338,Nilo-Saharan,Eastern Africa,Kenya,KE,3.1253,35.4458
kbp,<a href='https://www.ethnologue.com/language/kbp' target='_blank'>Kabiyè</a>,6.474428726877041,Niger-Congo,Western Africa,Togo,TG,7.0183,0.7889
ryu,<a href='https://www.ethnologue.com/language/ryu' target='_blank'>Central Okinawan</a>,6.501632208922742,Japonic,Eastern Asia,Japan,JP,26.2616,127.7638
cjk,<a href='https://www.ethnologue.com/language/cjk' target='_blank'>Chokwe</a>,6.528835690968444,Niger-Congo,Middle Africa,Angola,AO,-9.1856,20.2962
drs,<a href='https://www.ethnologue.com/language/drs' target='_blank'>Gedeo</a>,6.556039173014145,Afro-Asiatic,Eastern Africa,Ethiopia,ET,6.1871,38.2111
nut,<a href='https://www.ethnologue.com/language/nut' target='_blank'>Nung (Viet Nam)</a>,6.583242655059848,Tai-Kadai,South-Eastern Asia,Viet Nam,VN,22.1166,105.5255
mxc,<a href='https://www.ethnologue.com/language/mxc' target='_blank'>Manyika</a>,6.61044613710555,Niger-Congo,Eastern Africa,Zimbabwe,ZW,-18.3117,32.643
niq,<a href='https://www.ethnologue.com/language/niq' target='_blank'>Nandi</a>,6.637649619151251,Nilo-Saharan,Eastern Africa,Kenya,KE,0.3708,35.1748
nyf,<a href='https://www.ethnologue.com/language/nyf' target='_blank'>Giryama</a>,6.664853101196953,Niger-Congo,Eastern Africa,Kenya,KE,-3.2011,39.6864
lis,<a href='https://www.ethnologue.com/language/lis' target='_blank'>Lisu</a>,6.692056583242654,Sino-Tibetan,Eastern Asia,China,CN,26.6497,98.9612
kac,<a href='https://www.ethnologue.com/language/kac' target='_blank'>Kachin</a>,6.719260065288357,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,25.9081,97.24
stv,<a href='https://www.ethnologue.com/language/stv' target='_blank'>Silt'e</a>,6.746463547334058,Afro-Asiatic,Eastern Africa,Ethiopia,ET,7.7913,38.193600000000004
dga,<a href='https://www.ethnologue.com/language/dga' target='_blank'>Southern Dagaare</a>,6.773667029379761,Niger-Congo,Western Africa,Ghana,GH,10.4226,-2.5227
qxq,<a href='https://www.ethnologue.com/language/qxq' target='_blank'>Qashqa'i</a>,6.800870511425463,Turkic,Southern Asia,Iran,IR,28.3284,52.8173
kxu,<a href='https://www.ethnologue.com/language/kxu' target='_blank'>Kui</a>,6.828073993471165,Dravidian,Southern Asia,India,IN,20.1335,84.1212
xon,<a href='https://www.ethnologue.com/language/xon' target='_blank'>Konkomba</a>,6.855277475516866,Niger-Congo,Western Africa,Ghana,GH,9.7086,0.2463
nnb,<a href='https://www.ethnologue.com/language/nnb' target='_blank'>Nande</a>,6.882480957562569,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-0.0938,29.1178
mqy,<a href='https://www.ethnologue.com/language/mqy' target='_blank'>Manggarai</a>,6.90968443960827,Austronesian,South-Eastern Asia,Indonesia,ID,-8.5606,120.3438
yaf,<a href='https://www.ethnologue.com/language/yaf' target='_blank'>Yaka (Democratic Republic of Congo)</a>,6.90968443960827,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-7.0024,17.2575
mjl,<a href='https://www.ethnologue.com/language/mjl' target='_blank'>Mandeali</a>,6.90968443960827,Indo-European,Southern Asia,India,IN,31.6445,77.0126
quy,<a href='https://www.ethnologue.com/language/quy' target='_blank'>Ayacucho Quechua</a>,6.90968443960827,Quechuan,South America,Peru,PE,-13.8386,-74.3077
nus,<a href='https://www.ethnologue.com/language/nus' target='_blank'>Nuer</a>,7.018498367791078,Nilo-Saharan,Eastern Africa,South Sudan,SS,8.3396,31.2742
nij,<a href='https://www.ethnologue.com/language/nij' target='_blank'>Ngaju</a>,7.045701849836779,Austronesian,South-Eastern Asia,Indonesia,ID,-1.6232,114.0409
bgq,<a href='https://www.ethnologue.com/language/bgq' target='_blank'>Bagri</a>,7.072905331882481,Indo-European,Southern Asia,India,IN,29.7919,74.2273
luz,<a href='https://www.ethnologue.com/language/luz' target='_blank'>Southern Luri</a>,7.100108813928182,Indo-European,Southern Asia,Iran,IR,30.5141,50.8178
kfr,<a href='https://www.ethnologue.com/language/kfr' target='_blank'>Kachhi</a>,7.127312295973885,Indo-European,Southern Asia,India,IN,23.3471,69.7296
kea,<a href='https://www.ethnologue.com/language/kea' target='_blank'>Kabuverdianu</a>,7.1545157780195865,Creole,Western Africa,Cape Verde Islands,CV,15.0779,-23.6354
zyj,<a href='https://www.ethnologue.com/language/zyj' target='_blank'>Youjiang Zhuang</a>,7.1817192600652895,Tai-Kadai,Eastern Asia,China,CN,23.7289,106.8944
sef,<a href='https://www.ethnologue.com/language/sef' target='_blank'>Cebaara Senoufo</a>,7.208922742110991,Niger-Congo,Western Africa,Côte d’Ivoire,CI,9.5447,-6.1551
new,<a href='https://www.ethnologue.com/language/new' target='_blank'>Newari</a>,7.236126224156692,Sino-Tibetan,Southern Asia,Nepal,NP,27.6977,85.3592
bum,<a href='https://www.ethnologue.com/language/bum' target='_blank'>Bulu (Cameroon)</a>,7.263329706202394,Niger-Congo,Middle Africa,Cameroon,CM,2.9027,12.0702
mnw,<a href='https://www.ethnologue.com/language/mnw' target='_blank'>Mon</a>,7.290533188248095,Austro-Asiatic,South-Eastern Asia,Myanmar,MM,15.8913,97.9692
kck,<a href='https://www.ethnologue.com/language/kck' target='_blank'>Kalanga</a>,7.317736670293798,Niger-Congo,Eastern Africa,Zimbabwe,ZW,-21.0933,26.8697
kbr,<a href='https://www.ethnologue.com/language/kbr' target='_blank'>Kafa</a>,7.3449401523394995,Afro-Asiatic,Eastern Africa,Ethiopia,ET,7.3284,36.1296
ljp,<a href='https://www.ethnologue.com/language/ljp' target='_blank'>Lampung Api</a>,7.372143634385202,Austronesian,South-Eastern Asia,Indonesia,ID,-4.8751,104.072
mmr,<a href='https://www.ethnologue.com/language/mmr' target='_blank'>Western Xiangxi Miao</a>,7.399347116430903,Hmong-Mien,Eastern Asia,China,CN,23.0152,105.82
ium,<a href='https://www.ethnologue.com/language/ium' target='_blank'>Iu Mien</a>,7.426550598476606,Hmong-Mien,Eastern Asia,China,CN,25.786,110.0349
kek,<a href='https://www.ethnologue.com/language/kek' target='_blank'>Kekchí</a>,7.453754080522307,Mayan,Central America,Guatemala,GT,15.9555,-89.7248
prk,<a href='https://www.ethnologue.com/language/prk' target='_blank'>Parauk</a>,7.480957562568008,Austro-Asiatic,South-Eastern Asia,Myanmar,MM,22.748,99.0551
rim,<a href='https://www.ethnologue.com/language/rim' target='_blank'>Nyaturu</a>,7.50816104461371,Niger-Congo,Eastern Africa,Tanzania,TZ,-5.0617,34.7125
bca,<a href='https://www.ethnologue.com/language/bca' target='_blank'>Central Bai</a>,7.535364526659412,Sino-Tibetan,Eastern Asia,China,CN,26.534300000000002,99.8693
igl,<a href='https://www.ethnologue.com/language/igl' target='_blank'>Igala</a>,7.535364526659412,Niger-Congo,Western Africa,Nigeria,NG,7.3291,7.1657
nup,<a href='https://www.ethnologue.com/language/nup' target='_blank'>Nupe-Nupe-Tako</a>,7.535364526659412,Niger-Congo,Western Africa,Nigeria,NG,9.3467,5.499
iba,<a href='https://www.ethnologue.com/language/iba' target='_blank'>Iban</a>,7.616974972796518,Austronesian,South-Eastern Asia,Malaysia,MY,1.0093,112.1539
trp,<a href='https://www.ethnologue.com/language/trp' target='_blank'>Kok Borok</a>,7.644178454842219,Sino-Tibetan,Southern Asia,India,IN,23.6316,91.5835
ajg,<a href='https://www.ethnologue.com/language/ajg' target='_blank'>Aja (Benin)</a>,7.671381936887922,Niger-Congo,Western Africa,Benin,BJ,7.0491,1.6434
